level,pos,japanese,reading,korean,source_url
N2,all,手,-しゅ,…수; 일·역할을 하는 사람.,https://ja.dict.naver.com/#/entry/jako/0f6693aa389040d4839588d4960a3b96
N2,all,色,-しょく,…색.,https://ja.dict.naver.com/#/entry/jako/eb8f7335ed0447b994d89af90cf51433
N2,all,寺,-じ,…사; 절.,https://ja.dict.naver.com/#/entry/jako/c5a8ca02b1834a398723fb9ef5ca2370
N2,all,畳,-じょう,‘畳’의 수를 세는 말: …장.,https://ja.dict.naver.com/#/entry/jako/a45ae45ecfdc4170b7ddc6c7434c88c9
N2,all,過ぎ,-すぎ,(시간이나 연령 등을 나타내는 말에 붙어) 지남.,https://ja.dict.naver.com/#/entry/jako/f833c39429ad4784a35a3ee1eeb4107d
N2,all,済み,-ずみ,필(畢); (이미) 끝남.,https://ja.dict.naver.com/#/entry/jako/92c9b8b4f9dd4c6e894bd412e910aab0
N2,all,隻,-せき,…척; 배의 수효를 세는 말.,https://ja.dict.naver.com/#/entry/jako/15f8dff3f65948aea5656e6d1a7e50e7
N2,all,戦,-せん,…전.,https://ja.dict.naver.com/#/entry/jako/93627ad3c7914b1fa8c25d469c6bb8c1
N2,all,船,-せん,…선; 배; 선박.,https://ja.dict.naver.com/#/entry/jako/18202008b96e44e3853c9d82761c6a45
N2,all,艘,-そう,…척(隻).,https://ja.dict.naver.com/#/entry/jako/af518df592b343c585d1352cbb0dc8ed
N2,all,足,-そく,…족; 켤레.,https://ja.dict.naver.com/#/entry/jako/63ced6d6e3ee4b219f184ea0de2f85fb
N2,all,足らず,-たらず,(수사(數詞)에 붙어서) 그 수량에 아직 이르지 못함.,https://ja.dict.naver.com/#/entry/jako/bd911f69d8a14f08835c1c15d4411703
N2,all,-だらけ,-だらけ,(체언(体言)에 붙어서) …투성이.,https://ja.dict.naver.com/#/entry/jako/a9d99ec522d14ae887509055de3bc068
N2,all,帳,-ちょう,…장; 장부·치부책 등을 나타내는 말.,https://ja.dict.naver.com/#/entry/jako/09aa8d8b9b5341fd905403932b2caac1
N2,all,丁目,-ちょうめ,시가지 구획에서 町를 번지(番地)보다 크게 구분한 것; …가(街)((앞에 번호를 붙여 읽음)).,https://ja.dict.naver.com/#/entry/jako/80fcaa64177747ccaa764c66e3fde41c
N2,all,付(き),-つき,앞말의 모습이나 상태를 나타냄: 모양; 풍채.,https://ja.dict.naver.com/#/entry/jako/aec1bba5804244468939f3401c91aaaa
N2,all,付く·附く,-つ-く,(擬声語·擬態語에 붙어 五段活用動詞를 만듦) 소리·동작·모양이 그렇게 됨을 나타냄.,https://ja.dict.naver.com/#/entry/jako/59d7e1dc7e0a4f05bec21bd84266d76b
N2,all,遣(い),-づかい,(명사에 붙어),https://ja.dict.naver.com/#/entry/jako/f020bc3d78bc4a47808736a1667b1d61
N2,all,辛い,-づらい,(동사의 연용형에 붙어서) …하기가 어렵다; …하기 힘들다; …하기 거북하다.,https://ja.dict.naver.com/#/entry/jako/4e5a737b38ca4d2dbb4f2be6095ecc56
N2,all,的,-てき,…적; 명사에 붙어 경향·성질·상태를 나타냄.,https://ja.dict.naver.com/#/entry/jako/28340ddd884c47acb9ad4b9df939a111
N2,all,島,-とう,…도; …섬.,https://ja.dict.naver.com/#/entry/jako/150072631f184c2abd31f9694a27a7ce
N2,all,殿,-どの,(인명·신분 따위를 나타내는 말에 붙어서) 그것에 대한 높임말: …님; 씨(氏); 귀하.,https://ja.dict.naver.com/#/entry/jako/7b51502368ab4fe585ed24cafb70091a
N2,all,難い·悪い,-にくい,(동사의 연용형에 붙어 형용사를 만듦) …하기 어렵다[힘들다]; 좀처럼 …할 수 없다.,https://ja.dict.naver.com/#/entry/jako/60e513a6ed634efbb0bebcfb6c7b4a39
N2,all,泊,-はく,숙박 일수를 세는 말: …박.,https://ja.dict.naver.com/#/entry/jako/cafbd7d8e5f14513839840e18be418b1
N2,all,発,-はつ,…발.,https://ja.dict.naver.com/#/entry/jako/82493659e8fd4b0b9f8770d0fd4952b9
N2,all,費,-ひ,…비; 비용.,https://ja.dict.naver.com/#/entry/jako/6556bd62615c4237a49f7b49ea2062d6
N2,all,病,-びょう,…병.,https://ja.dict.naver.com/#/entry/jako/501bc61f0a334c0bb86f07ab573648a0
N2,all,振り·風,-ぶり,(명사나 동사 연용형(連用形)에 붙음),https://ja.dict.naver.com/#/entry/jako/c81cf1d6eb9a469baade2cd3c36a8089
N2,all,遍,-へん,…번; …회; 횟수·도수(度數)를 세는 말.,https://ja.dict.naver.com/#/entry/jako/b691178cecf04609a38605491fecd0be
N2,all,歩,-ほ,…보; 걸음 횟수를 재는 단위.,https://ja.dict.naver.com/#/entry/jako/7a5753e8a2b54919b5ba5224593bc64f
N2,all,-み,-み,…이므로;…이기 때문에,https://ja.dict.naver.com/#/entry/jako/7725271f8c7d41a28af196d0268c93e9
N2,all,-みたい,-みたい,(체언(体言) 또는 활용어의 종지형에 붙어서) (마치) …같다; …비슷하다; …싶다.,https://ja.dict.naver.com/#/entry/jako/14a9b76129724af5925b5294dfd98af3
N2,all,向け,-むけ,(다른 말에 붙어) 행선지·보낼 곳 또는 그 대상이 됨을 나타냄: …용.,https://ja.dict.naver.com/#/entry/jako/4330d0ca2fef46fbaab38b81e4e68bb1
N2,all,問,-もん,…문; 질문·문제의 뜻.,https://ja.dict.naver.com/#/entry/jako/94b18753ed904219b6673f485bfcef33
N2,all,夜,-や,한 달의 …번째의 밤.,https://ja.dict.naver.com/#/entry/jako/141456ac334048f9a0455fe1bbe7880f
N2,all,等,-ら,(주로 사람에 관한 체언에 붙어서) 복수를 나타냄: 등; 들; 따위.,https://ja.dict.naver.com/#/entry/jako/5a7cab23643a4de4a0597f9e02f05a49
N2,all,力,-りょく,…력; 힘; 능력.,https://ja.dict.naver.com/#/entry/jako/e981112e8f4140d3b5ebc4c496ea1391
N2,all,羽,-わ,새·토끼 따위를 세는 말: 마리.,https://ja.dict.naver.com/#/entry/jako/73958c06010b477f873f670029942954
N2,all,愛情,あいじょう,애정.,https://ja.dict.naver.com/#/entry/jako/1fb0a7ab7c02411b9ad75250a559ea64
N2,all,合図,あいず,신호(눈짓·몸짓·소리·봉화 등 모든 방법의 총칭).,https://ja.dict.naver.com/#/entry/jako/c85af6d1d996400ebf034d25d0075342
N2,all,相次いで,あいついで,연달아; 잇따라.,https://ja.dict.naver.com/#/entry/jako/58a5159625b64029a6f5bdd68166e8f6
N2,all,生憎,あいにく,공교로운 모양; 형편이 나쁘게 된 모양: 공교롭게(도); (때)마침; 계제 사납게.,https://ja.dict.naver.com/#/entry/jako/34bb10e67b9549a8bc0d52ed2cd67c8f
N2,all,曖昧,あいまい,애매; 모호함; 분명하지 않음.,https://ja.dict.naver.com/#/entry/jako/2bf6a449d77241e9851a1de3a5ca6632
N2,all,遭う,あう,"(어떤 일을) 당하다, 겪다",https://ja.dict.naver.com/#/entry/jako/e49dd02ef53b457aa6816285228fcb17
N2,all,青,あお,파란색; 파랑; 청색; 초록((청색 계통 색깔의 총칭)).,https://ja.dict.naver.com/#/entry/jako/1313e922fa5a40cbb18709406492b3ba
N2,all,扇ぐ·煽ぐ,あおぐ,부채질하다; 부치다.,https://ja.dict.naver.com/#/entry/jako/48578849bdf34edb9028d5b191d33b03
N2,all,青空,あおぞら,파랗게 갠 하늘; 창공.,https://ja.dict.naver.com/#/entry/jako/886aa842ba654f4a88c92a9fdf1c05f1
N2,all,赤,あか,(삼원색(三原色)의 하나인) 빨강.,https://ja.dict.naver.com/#/entry/jako/d96a5b684db84a2ea0ee42b56ff744ec
N2,all,赤字,あかじ,(빨간 잉크 등으로 쓴) 빨간색 글자.,https://ja.dict.naver.com/#/entry/jako/a25180501d63408782e4531d2be846b2
N2,all,明(か)り,あかり,환한 빛; 밝은 빛.,https://ja.dict.naver.com/#/entry/jako/c7bbeaa53a0747f992d7db2b3dff7c17
N2,all,明き·空き,あき,속이 빔; 빈 곳.,https://ja.dict.naver.com/#/entry/jako/88b9e1e413d24b3d8f17a3a54cce08c1
N2,all,呆れる·惘れる,あきれる,(너무나 의외여서) 놀라다; 어이[어처구니]없다; 기막히다; 질리다.,https://ja.dict.naver.com/#/entry/jako/48c322cd9d91458db30efd448dc4fed2
N2,all,悪天候,あくてんこう,악천후,https://ja.dict.naver.com/#/entry/jako/97c6d113f5ca4325a2955a7600019a34
N2,all,悪魔,あくま,악마.,https://ja.dict.naver.com/#/entry/jako/585f837cde594ef98856665b5db80324
N2,all,飽くまで·飽く迄,あくまで,어디까지나; 철저하게; 끝까지.,https://ja.dict.naver.com/#/entry/jako/df69d3199ef94954be8d359be7c352df
N2,all,明くる,あくる,다음의; 이듬…; 이튿…; 익(翌).,https://ja.dict.naver.com/#/entry/jako/4639c2a5d8df4e55b2dbc70067b90d30
N2,all,明け方,あけがた,새벽(녘); 동틀 녘.,https://ja.dict.naver.com/#/entry/jako/2c67027c9d3142de9421b52220abd05f
N2,all,揚げる,あげる,높이 올리다.,https://ja.dict.naver.com/#/entry/jako/38d4380ef8bb45cb8b0656390c977867
N2,all,焦る,あせる,초조해하다; 안달[애타]하다; 조바심하다; 조급하게 굴다.,https://ja.dict.naver.com/#/entry/jako/77132f03513b4e7c88a5473640f06e4c
N2,all,辺り,あたり,그곳; 근처; 부근; 주변; 언저리.,https://ja.dict.naver.com/#/entry/jako/3999539ea5614384a5e921f7e126f251
N2,all,当(た)る,あたる,맞다.,https://ja.dict.naver.com/#/entry/jako/26450859e1514b0c955d947c44724e8d
N2,all,彼方此方,あちこち,여기저기; 이곳저곳.,https://ja.dict.naver.com/#/entry/jako/3fb276a3e32844ecbf24dcd4cf507a03
N2,all,彼方此方,あちらこちら,여기저기.,https://ja.dict.naver.com/#/entry/jako/fd751bda3c824c759469e3143e163a32
N2,all,圧縮,あっしゅく,압축.,https://ja.dict.naver.com/#/entry/jako/2a354cfe7f844731a5abb5c625756cc9
N2,all,彼方,あっち,저기; 저쪽; 저리.,https://ja.dict.naver.com/#/entry/jako/ce99dc575e75404cb5c3652eaa50afe1
N2,all,厚かましい,あつかましい,뻔뻔스럽다; 철면피하다; 후안무치하다.,https://ja.dict.naver.com/#/entry/jako/7b05e7262d8848e7b4570e48bc581b7f
N2,all,宛(て)名∙あて名,あてな,"수신인명; (편지∙서류 등에 쓰는) 상대방의 이름; 또는, 주소와 이름.",https://ja.dict.naver.com/#/entry/jako/0a16636d5560440a98c21e89f00e8082
N2,all,当てはまる·当て嵌まる,あてはまる,(꼭) 들어맞다; 적합하다.,https://ja.dict.naver.com/#/entry/jako/64b02ae81f8443bdba3a5968388dfa8a
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/b723812d9fd74089a3c9d788d30f0450
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/77262f9bfd104c31b3ccf519a803cd92
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/79d8c48faccf4e3bb74aa1357cb07e80
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/67dbe01dd6f54498aa7c163c47cf87aa
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/326870cd5bc045d68cc6d5d7ee5d24ad
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/d72c2f96839b49ddb5400f1b69fb35cc
N2,all,炙る·焙る,あぶる,불에 쬐어 (약간) 굽다.,https://ja.dict.naver.com/#/entry/jako/3b589fa777b846239a986d038a1954af
N2,all,甘やかす,あまやかす,응석을 받아 주다; 어하다; 엄하게 기르지 않고 제멋대로 하게 내버려 두다.,https://ja.dict.naver.com/#/entry/jako/87c042737d4942f1a2595365b916d9b5
N2,all,あまりにも,あまりにも,너무나도,https://ja.dict.naver.com/#/entry/jako/9c596cc7224a4a79829d23e0ff2df9dd
N2,all,余る,あまる,남다.,https://ja.dict.naver.com/#/entry/jako/a0a2a9252a5649ac908580b4d9cc95b6
N2,all,編(み)物,あみもの,"편물; 뜨개질; 또, 뜨개질한 것.",https://ja.dict.naver.com/#/entry/jako/6f3a93fd465449ae99aefc29a4dec01e
N2,all,編む,あむ,뜨다; 짜다; 엮다; 겯다.,https://ja.dict.naver.com/#/entry/jako/474a8022556b4adea654c7e06077c026
N2,all,危うい,あやうい,위태롭다; 아슬아슬하다.,https://ja.dict.naver.com/#/entry/jako/521dd9bed6d74c6298744a1b94e262b1
N2,all,過ち,あやまち,잘못.,https://ja.dict.naver.com/#/entry/jako/2d8df6d78089476ab1d7f7abc7591ce4
N2,all,誤り·謬り,あやまり,잘못; 틀림.,https://ja.dict.naver.com/#/entry/jako/85f2302d940c4fb485a6dccb2d1e9a86
N2,all,あら,あら,감동하거나 놀랐을 때 내는 소리: 어머(나).,https://ja.dict.naver.com/#/entry/jako/adb23101bb814c2dbac43cef193a94be
N2,all,粗い,あらい,거칠다.,https://ja.dict.naver.com/#/entry/jako/b8133376d5a449aa9ec9aa423af4ed4d
N2,all,荒い,あらい,거칠다; 사납다.,https://ja.dict.naver.com/#/entry/jako/3512779b9ea4427b8a1017246059d06c
N2,all,嵐,あらし,광풍; 폭풍; 폭풍우.,https://ja.dict.naver.com/#/entry/jako/21e48f4481964c0cb12100af6ed174b6
N2,all,粗筋·荒筋,あらすじ,대충의 줄거리; 개략; 개요.,https://ja.dict.naver.com/#/entry/jako/fb06fb4284e44d899f468ea1815b8309
N2,all,争う,あらそう,다투다.,https://ja.dict.naver.com/#/entry/jako/833fe3b9a8234efda85c1a5e20448a50
N2,all,新た,あらた,새로움.,https://ja.dict.naver.com/#/entry/jako/88d0654aebb54ed4a1a4d584207e5b7f
N2,all,改めて,あらためて,딴 기회에; 다시 (또).,https://ja.dict.naver.com/#/entry/jako/844b9e578f444f50b3a0ca3cf49fa612
N2,all,改める,あらためる,((革める)) 고치다; 변경하다; 새롭게 하다.,https://ja.dict.naver.com/#/entry/jako/66d737e58a33471f94e9600ae1714599
N2,all,有らゆる,あらゆる,모든; 일체의; 온갖.,https://ja.dict.naver.com/#/entry/jako/7e4045440f624030a0f757bc75d3272f
N2,all,現(わ)す,あらわす,드러내다.,https://ja.dict.naver.com/#/entry/jako/fbad1c33b5294eb1a92e14e116bf16e1
N2,all,著(わ)す,あらわす,(책을) 쓰다; 저술하다.,https://ja.dict.naver.com/#/entry/jako/7d3bf62679c842599dd63ce3b6933046
N2,all,現(わ)れ·表(わ)れ·顕(わ)れ,あらわれ,표현; 발로.,https://ja.dict.naver.com/#/entry/jako/1179c96df06e41b2b273518b072b17c1
N2,all,有り·在り,あり,‘有る’의 문어형: 있다; 존재하다.,https://ja.dict.naver.com/#/entry/jako/eea689affc514d25971d7271a0fb4d3b
N2,all,有り難う,ありがとう,고맙다; 고마워; 고맙소.,https://ja.dict.naver.com/#/entry/jako/fe8681efd6b9456d9829b946aec3f544
N2,all,或(る),ある,어떤; 어느.,https://ja.dict.naver.com/#/entry/jako/a22187c5a6db4cca853f7cd13c851a7b
N2,all,在る,ある,있다.,https://ja.dict.naver.com/#/entry/jako/dd937dbdda994c4ba08fdae6215bdf39
N2,all,或いは,あるいは,혹은; 또는.,https://ja.dict.naver.com/#/entry/jako/e756fcee216242e0a74b2614a635a977
N2,all,荒れる,あれる,거칠어지다.,https://ja.dict.naver.com/#/entry/jako/837b71168a9c4f3da84c9c5f47d45bfe
N2,all,淡い,あわい,(맛·빛깔이) 진하지 않다.,https://ja.dict.naver.com/#/entry/jako/ae28388647674d8bbadd4667096eda1f
N2,all,,,,https://ja.dict.naver.com/#/entry/jako/d35a8ff29d794c3da08a8752000b7fde
N2,all,哀れ·憐れ,あわれ,불쌍함; 가련함; 애처로움; 동정심.,https://ja.dict.naver.com/#/entry/jako/c3d804f07e04467cb396c11f72e1fa0a
N2,all,案,あん,안; 생각; 계획.,https://ja.dict.naver.com/#/entry/jako/526b06f0ae044dff86788e00105af13f
N2,all,安定,あんてい,안정.,https://ja.dict.naver.com/#/entry/jako/1d4abbbfbe6f47129d34b45c84934412
N2,all,余り,あんまり,너무; 지나치게.,https://ja.dict.naver.com/#/entry/jako/b63ffcf1f21c483e882d5cf5e4a9b947
N2,all,胃,い,위((소화 기관의 하나)).,https://ja.dict.naver.com/#/entry/jako/5c20a28f81df4fa5b724de955fea160a
N2,all,言いつける·言い付ける,いいつける,분부하다; 명령하다; (말로) 시키다. (=もうしつける),https://ja.dict.naver.com/#/entry/jako/9a1ad4fe05404b95bdfd3a6a1bf6c68c
N2,all,委員,いいん,위원; 선거나 지명을 받아 국가·단체의 특정 사항을 심의·조사·처리하는 사람.,https://ja.dict.naver.com/#/entry/jako/d9b7e8aa253445ecb26f3093089be924
N2,all,いえ,いえ,부정(否定)을 나타내는 말: 아뇨; 아니오.,https://ja.dict.naver.com/#/entry/jako/49ba2565456a47e2aafd6eee12515ecb
N2,all,意外,いがい,의외; 뜻밖; 예상외.,https://ja.dict.naver.com/#/entry/jako/a1d6bc03673541e5805f458450dfaa26
N2,all,息,いき,호흡.,https://ja.dict.naver.com/#/entry/jako/9d93942a2305401a882b1e7ee185ca32
N2,all,幾,いく-,(주로 명사에 붙음. 때로 형용사에 붙기도 함),https://ja.dict.naver.com/#/entry/jako/011b1db0a58844a0a15d1c70feb33f75
N2,all,幾分,いくぶん,일부; 일부분.,https://ja.dict.naver.com/#/entry/jako/809f4a4a892c4499843909bd8968f487
N2,all,いけない,いけない,좋지 않다; 나쁘다.,https://ja.dict.naver.com/#/entry/jako/cd46a68c0e384d348fb7029e59758121
N2,all,生(け)花·活け花,いけばな,"꽃꽂이; 또, 꽃꽂이한 꽃.",https://ja.dict.naver.com/#/entry/jako/1ae566975d85410f8e2897bdc86b5941
N2,all,以降·已降,いこう,이강; 이후; 기준이 되는 때를 포함하여 그보다 뒤((한문 투의 말씨)).,https://ja.dict.naver.com/#/entry/jako/ba2f5a88fa2d498488822f64188bd2f1
N2,all,遺産,いさん,유산.,https://ja.dict.naver.com/#/entry/jako/bebaeca59e5143f0a5ab108db1ae01ea
N2,all,居酒屋,いざかや,선술집; 목로술집; 대폿집.,https://ja.dict.naver.com/#/entry/jako/2da40cc0da6048c58b5e33873351d4e6
N2,all,意思,いし,의사.,https://ja.dict.naver.com/#/entry/jako/e13cbf759f54436d939548f21c8274a7
N2,all,意志,いし,의지.,https://ja.dict.naver.com/#/entry/jako/3dad406bcc354cab8c70c0754eb02005
N2,all,意識,いしき,의식.,https://ja.dict.naver.com/#/entry/jako/cb8a379d7dc2410fbc25a61ff97ab9ff
N2,all,衣食住,いしょくじゅう,의식주.,https://ja.dict.naver.com/#/entry/jako/3a8c796adb554e009465b64af790327e
N2,all,維持,いじ,(어떤 상태 등의) 유지.,https://ja.dict.naver.com/#/entry/jako/932c7e7586e74c5097fb8bb82fdc8c9c
N2,all,異常,いじょう,이상.,https://ja.dict.naver.com/#/entry/jako/f0b6efc609874013ad95966f95456aa0
N2,all,泉,いずみ,샘; 샘물.,https://ja.dict.naver.com/#/entry/jako/800634987e6f4964909870c2f6a7b913
N2,all,何れ·孰れ,いずれ,어느 (것).,https://ja.dict.naver.com/#/entry/jako/6aaa59fa68394e9d92e86b53d01c45c7
N2,all,悪戯,いたずら,(짓궂은) 장난; 못된 장난; 장난질.,https://ja.dict.naver.com/#/entry/jako/6d8900973b08450b96a058fe71e6c525
N2,all,至る·到る,いたる,이르다.,https://ja.dict.naver.com/#/entry/jako/4dc01db2f1c34b9f89abdf2afb09c60b
N2,all,偉大,いだい,위대함;  (능력·업적 등이) 뛰어나고 훌륭한 모양.,https://ja.dict.naver.com/#/entry/jako/d43ad928da2a4cf88f2907cd60f174df
N2,all,抱く·懐く,いだく,(껴)안다; 보듬다.,https://ja.dict.naver.com/#/entry/jako/c9dc4e7ff0eb4096885e305734f1bf86
N2,all,位地,いち,지위; 계급.,https://ja.dict.naver.com/#/entry/jako/cfdb56bfe09c4340823a92cf65f5b6f7
N2,all,位置,いち,위치.,https://ja.dict.naver.com/#/entry/jako/f1915f886c974f1d918730d954fee1a1
N2,all,一応·一往,いちおう,우선; 어떻든; 일단; 하여튼.,https://ja.dict.naver.com/#/entry/jako/48dc0d503b934256842b0f07cb401a56
N2,all,一段と,いちだんと,"한층, 더욱",https://ja.dict.naver.com/#/entry/jako/1d5c88cee29040389ac945a02769f3c3
N2,all,いちどに,いちどに,일시에; 단번에; 한꺼번에.,https://ja.dict.naver.com/#/entry/jako/df3310b7814049b8b4f1b21469277773
N2,all,一流,いちりゅう,일류; 제1급.,https://ja.dict.naver.com/#/entry/jako/ea99c8632d894566ad51832ad2717fc2
N2,all,一家,いっか,일가.,https://ja.dict.naver.com/#/entry/jako/f388048179b14cc2a6ad9a3bd814cb31
N2,all,一種,いっしゅ,일종; 한 종류.,https://ja.dict.naver.com/#/entry/jako/ed6e161746044f41834931942e9576f2
N2,all,一瞬,いっしゅん,일순(간); 한순간; 그 순간.,https://ja.dict.naver.com/#/entry/jako/37279a965e0e4e1e9d836e71b729ee6d
N2,all,一睡,いっすい,한 잠.,https://ja.dict.naver.com/#/entry/jako/d9ae21eddb9643d68e2f95396cc4fb84
N2,all,一石二鳥,いっせきにちょう,일석이조.,https://ja.dict.naver.com/#/entry/jako/65baf6b552d34fa5834e49ef06b42e38
N2,all,一層,いっそう,한 층; 단층; 한 겹.,https://ja.dict.naver.com/#/entry/jako/29f95f2c995b4bb3915651b67005ed9a
N2,all,一旦,いったん,일단.,https://ja.dict.naver.com/#/entry/jako/5c42e4fe367841eeb889854045ccd2f9
N2,all,一致,いっち,일치.,https://ja.dict.naver.com/#/entry/jako/b0b9681454c748debe755174951c1496
N2,all,一定,いってい,일정.,https://ja.dict.naver.com/#/entry/jako/13818534e7ee449496805e40d4da8df1
N2,all,一般,いっぱん,일반.,https://ja.dict.naver.com/#/entry/jako/a972c11082e44e5688d021a409534255
N2,all,一方,いっぽう,일방.,https://ja.dict.naver.com/#/entry/jako/8c6c325420e84e5da65346410bd869b6
N2,all,何時迄も,いつまでも,언제까지나; 영원히.,https://ja.dict.naver.com/#/entry/jako/f24f4440ffa8461b9d5c1720b4ccb9c6
N2,all,移転,いてん,이전.,https://ja.dict.naver.com/#/entry/jako/a26d3e6942eb497f9ea6eea5bdcc1482
N2,all,緯度,いど,위도.,https://ja.dict.naver.com/#/entry/jako/1aeacfd10c8942f9b36ffa66e00548b5
N2,all,井戸,いど,우물.,https://ja.dict.naver.com/#/entry/jako/27da3c0b42394845a21a978c9bf0fe80
N2,all,移動,いどう,이동.,https://ja.dict.naver.com/#/entry/jako/991cca3fbfe84307904f3835b1464e92
N2,all,稲,いね,벼; 볏과의 한해살이풀.,https://ja.dict.naver.com/#/entry/jako/a2e65a49344f4976869a246f0c3e8f7b
N2,all,威張る,いばる,뽐내다; 거만하게 굴다; 으스대다.,https://ja.dict.naver.com/#/entry/jako/66237489b051466cb45d3718065cdc95
N2,all,衣服,いふく,의복; 옷.,https://ja.dict.naver.com/#/entry/jako/162cdedf1add410abe8f65b5f6a74089
N2,all,遺物,いぶつ,유물.,https://ja.dict.naver.com/#/entry/jako/4b9f37bc0a524b6e9f6c17c6f1744974
N2,all,今頃,いまごろ,지금쯤.,https://ja.dict.naver.com/#/entry/jako/222f00c2dfb548248e790210c0faa64b
N2,all,今に,いまに,이제 곧; 머지않아; 언젠가 (꼭).,https://ja.dict.naver.com/#/entry/jako/2ef21c20d3854d5489660cde1132a10a
N2,all,否,いや,아냐; 아니오.,https://ja.dict.naver.com/#/entry/jako/6a66f602f1e5452f952ea01dc69e2f6a
N2,all,愈·愈愈·弥弥,いよいよ,점점; 더욱더.,https://ja.dict.naver.com/#/entry/jako/eaa358a809eb4b598bcf1b88768e4325
N2,all,以来,いらい,이래; 이후.,https://ja.dict.naver.com/#/entry/jako/35a547fd7ea9441e8d7f1366c43048cd
N2,all,いらっしゃい,いらっしゃい,‘いらっしゃる’의 명령형인 ‘いらっしゃいませ’의 준말; (어서) 오십시오; 가십시오; 계십시오.,https://ja.dict.naver.com/#/entry/jako/81d5c461e69f492fa0f1512f5acfbfec
N2,all,煎る·炒る·熬る,いる,볶다.,https://ja.dict.naver.com/#/entry/jako/28888414fe60452fb29721872d87a641
N2,all,入れ物·容れ物,いれもの,용기; 그릇.,https://ja.dict.naver.com/#/entry/jako/d24b853025a74f3a80200306fc168472
N2,all,祝(い)·斎,いわい,축하(함).,https://ja.dict.naver.com/#/entry/jako/db9a14871853402fa69b7fe5a6c1c1eb
N2,all,言わば·謂わば,いわば,말하자면; 비유해서 말한다면.,https://ja.dict.naver.com/#/entry/jako/0672d75917374b1697dcfa3f5a74bbd5
N2,all,所謂,いわゆる,소위; 이른바.,https://ja.dict.naver.com/#/entry/jako/0f0d7e99d3bd4eb593733c5c9fe93da1
N2,all,印刷,いんさつ,인쇄; 인쇄 기술.,https://ja.dict.naver.com/#/entry/jako/02699ee27dec4e0da1c00086a18cf2b6
N2,all,引退,いんたい,은퇴; 일선에서 물러남.,https://ja.dict.naver.com/#/entry/jako/d19a57f6aa314d59953468c8c0aaa9b3
N2,all,引用,いんよう,인용.,https://ja.dict.naver.com/#/entry/jako/cc2b22e7ab784becb16bbd53a6dd7238
N2,all,引力,いんりょく,인력.,https://ja.dict.naver.com/#/entry/jako/6ee3e5b516424fb399178e1a21c50152
N2,all,植木,うえき,정원수.,https://ja.dict.naver.com/#/entry/jako/4f35a20485c949f68ff84377c62b069b
N2,all,飢える·餓える·饑える,うえる,굶주리다.,https://ja.dict.naver.com/#/entry/jako/df34ca86375141d99cf83cb44a57b8bf
