level,pos,japanese,reading,korean,source_url
N4,all,あの,あの,생각이나 말이 막혔을 때 내는 소리： 저.,https://ja.dict.naver.com/#/entry/jako/6f25b74238b14d6aacfff0469f05d18f
N4,all,飴,あめ,엿; 조청.,https://ja.dict.naver.com/#/entry/jako/1bc0a472d5ce4b6a9427c1179752abe2
N4,all,謝る,あやまる,사죄하다; 사과하다; 잘못을 빌다.,https://ja.dict.naver.com/#/entry/jako/a1d2c8cce0c1476ba2f6c1b8f6a01e6a
N4,all,彼,あれ,먼 것을 가리키는 말.,https://ja.dict.naver.com/#/entry/jako/e6db29a9b0e841fcaee27576a9510fb7
N4,all,安心,あんしん,안심.,https://ja.dict.naver.com/#/entry/jako/e706b40af642414bbe4d35b2e0ed7747
N4,all,安全,あんぜん,안전.,https://ja.dict.naver.com/#/entry/jako/03c4eeca6dc740079ac8b557e677dff5
N4,all,案内,あんない,안내; 인도.,https://ja.dict.naver.com/#/entry/jako/4c98a71c830b4a8fb9df96a37d58dd29
N4,all,あんなに,あんなに,그렇게,https://ja.dict.naver.com/#/entry/jako/d8bb7bccbe704c3289f754c7b238d105
N4,all,以下∙已下,いか,이하.,https://ja.dict.naver.com/#/entry/jako/26143962c37844d8a5e9c3627aba6a9e
N4,all,如何,いかが,상대의 기분이나 의향을 묻는 말: 어떻게.,https://ja.dict.naver.com/#/entry/jako/af17dbdb18074adeb27052e8d72cc715
N4,all,以外,いがい,이외; 그 밖; 그것을 제외한 다른 것.,https://ja.dict.naver.com/#/entry/jako/418d66f5d5834967b1e00aa63ad1275b
N4,all,医学,いがく,의학.,https://ja.dict.naver.com/#/entry/jako/3e25f1a872bc4b64b7cba45b069933ff
N4,all,生き方,いきかた,삶(의 태도); 생활 (태도).,https://ja.dict.naver.com/#/entry/jako/fbcc1c80146e4ac98fd9d4bad1fa12d6
N4,all,行き方,いきかた,"도정((道程)); 노정((路程)); 또, 탈것의 이용 방법.",https://ja.dict.naver.com/#/entry/jako/1f96c4fcdfc148d2bfe019ea8cba5421
N4,all,生きる·活きる,いきる,살다.,https://ja.dict.naver.com/#/entry/jako/f8839b48643c45dc8e5fe0cc2b623791
N4,all,意見,いけん,의견; 어떤 대상에 대하여 가지는 주장·생각.,https://ja.dict.naver.com/#/entry/jako/9086c1ac44004bc3b9cf86f4f8d2eac5
N4,all,石,いし,돌; 돌멩이.,https://ja.dict.naver.com/#/entry/jako/41984ce73558406da67c67d9b7cffe98
N4,all,苛める·虐める,いじめる,괴롭히다; 들볶다; 구박[학대]하다; 못살게 굴다.,https://ja.dict.naver.com/#/entry/jako/db0d49ba3b7046b6a5c300db106b791d
N4,all,以上·已上,いじょう,이상.,https://ja.dict.naver.com/#/entry/jako/0092b619f75f482ca796404b466d0f1c
N4,all,急ぐ,いそぐ,서두르다.,https://ja.dict.naver.com/#/entry/jako/75666eba7cea4a5f9e1a91e584dd81d9
N4,all,致す,いたす,가져오다; 일으키다.,https://ja.dict.naver.com/#/entry/jako/eadcdc9d84cc4f5ba39ca055909b8532
N4,all,頂く·戴く,いただく,(머리에) 이다; 얹다.,https://ja.dict.naver.com/#/entry/jako/aacb3e0087ed468385d2352380a39ddd
N4,all,一一,いちいち,하나하나.,https://ja.dict.naver.com/#/entry/jako/c7d78fcf5bbe4993a43618dd7ad8812d
N4,all,一度,いちど,한 번; 일 회; 한 차례.,https://ja.dict.naver.com/#/entry/jako/8fd3f3ff9e6d48afa28c50a5d7b479d2
N4,all,一日中,いちにちじゅう,하루 종일,https://ja.dict.naver.com/#/entry/jako/6db03c2bf94c49ff8ff2c1466ccc9d65
N4,all,一緒,いっしょ,두 사람 이상이 행동을 같이함.,https://ja.dict.naver.com/#/entry/jako/41b7a98242434ad88d742b41c8eef9b2
N4,all,一生懸命,いっしょうけんめい,목숨 걸고 일을 함; 매우 열심히 함.,https://ja.dict.naver.com/#/entry/jako/0eb191b5f7de44238f70efdd09f21450
N4,all,一体,いったい,(흔히 ‘一体に'의 꼴로) 전반적으로; 대체로; 원래.,https://ja.dict.naver.com/#/entry/jako/2285cf4148ea494cad7e74765b16df74
N4,all,行って参ります,いってまいります,다녀오겠습니다,https://ja.dict.naver.com/#/entry/jako/8d4f928bd4364ef69ba2ca6fbb3511d0
N4,all,行ってらっしゃい,いってらっしゃい,다녀오세요,https://ja.dict.naver.com/#/entry/jako/f82a70f144c6461fa0460e9e887ea865
N4,all,一杯,いっぱい,그릇·장소 따위에 가득 차 있는 모양: 가득.,https://ja.dict.naver.com/#/entry/jako/c335789c93e74fad891a394e231a5550
N4,all,何時か,いつか,언젠가(는); 조만간에; 미래의 어느 때에 가서는.,https://ja.dict.naver.com/#/entry/jako/594e2da2f8f74052a9b0b51d05f86b95
N4,all,糸,いと,실.,https://ja.dict.naver.com/#/entry/jako/148611a7b6504ff687db7a69377fbf81
N4,all,以内,いない,이내.,https://ja.dict.naver.com/#/entry/jako/1ba825133bd04088b46b336641e33c63
N4,all,田舎,いなか,시골.,https://ja.dict.naver.com/#/entry/jako/00745b25050b43b0ba33dc38bbdce233
N4,all,命,いのち,목숨; 생명.,https://ja.dict.naver.com/#/entry/jako/64553d8753d341f78acc570f0d438e35
N4,all,祈る·禱る,いのる,빌다.,https://ja.dict.naver.com/#/entry/jako/665e7625432244e986f24a504fa45547
N4,all,居間,いま,거실; 거처방.,https://ja.dict.naver.com/#/entry/jako/bc3b983005a34b0aac8f2c049ae53c13
N4,all,いらっしゃる,いらっしゃる,‘来る(=오다)’ ‘行く(=가다)’ ‘居る (=있다)’의 공대말.,https://ja.dict.naver.com/#/entry/jako/c24552b6d89942fe9f1ad19bcac64c0d
N4,all,色紙,いろがみ,색종이; 색지.,https://ja.dict.naver.com/#/entry/jako/5deb0968d0f54add9912d54175e6c0f8
N4,all,祝う,いわう,축하하다; 축복하다.,https://ja.dict.naver.com/#/entry/jako/b27a5f16bb42453489c207f8a374fed4
N4,all,飲酒,いんしゅ,음주.,https://ja.dict.naver.com/#/entry/jako/7ebcf387ce3d4dbe92e6739d5ebd856a
N4,all,植える,うえる,심다.,https://ja.dict.naver.com/#/entry/jako/7ba5192ed9994bc1861fda541d42a167
N4,all,窺う,うかがう,(몰래) 엿보다.,https://ja.dict.naver.com/#/entry/jako/1b024a2e9cb54f308f2b33d81906855f
N4,all,伺う,うかがう,‘묻다·듣다'의 겸사말.,https://ja.dict.naver.com/#/entry/jako/fd7de15168624ddcb44e6d7e24ac660d
N4,all,受(け)付(け),うけつけ,(신청이나 원서 등의) 접수.,https://ja.dict.naver.com/#/entry/jako/b08f348a00054ba0a250d7a85a79851a
N4,all,受ける,うける,받다.,https://ja.dict.naver.com/#/entry/jako/5af4cf21266248639d425ca691727408
N4,all,動く,うごく,움직이다.,https://ja.dict.naver.com/#/entry/jako/97001c7c7f1a4d3fbdd9514677765c72
N4,all,嘘,うそ,거짓말.,https://ja.dict.naver.com/#/entry/jako/1e3a143a82ae450282f6ea9efc8d65f4
N4,all,内,うち,(中) 안(쪽); 내부; 속.,https://ja.dict.naver.com/#/entry/jako/a3306aa464b147328c05d896ac213dab
N4,all,内,うち,(中) 안(쪽); 내부; 속.,https://ja.dict.naver.com/#/entry/jako/f5ead45925774f73a1889cf32cec9d7e
N4,all,内側,うちがわ,내측; 안쪽; 내면.,https://ja.dict.naver.com/#/entry/jako/9e57479ada8c4af48963d8c52fdf3f1f
N4,all,打つ,うつ,치다.,https://ja.dict.naver.com/#/entry/jako/e6066835e95049139e1727dd69203b59
N4,all,美しい,うつくしい,아름답다.,https://ja.dict.naver.com/#/entry/jako/1615a54cdb364f0091fbc3ff64252acf
N4,all,写す,うつす,(문서·그림 따위를) 베끼다; 모사(模寫)하다; 전사(轉寫)하다.,https://ja.dict.naver.com/#/entry/jako/28a0736ae9e4422bb430539f482ddf54
N4,all,腕,うで,팔.,https://ja.dict.naver.com/#/entry/jako/bc255dc5a1034881867ce274ed6ce3d3
N4,all,旨い·甘い·美味い·上手い·巧い,うまい,((美味い)) (음식물 등이) 맛있다.,https://ja.dict.naver.com/#/entry/jako/9de86c4172354f75911dfea6e57adff1
N4,all,裏,うら,뒤; 뒷면; 뒤쪽.,https://ja.dict.naver.com/#/entry/jako/ea5c7668864b443eb1ecc2bf3b827fab
N4,all,売(り)場,うりば,파는 곳; 판매장; 매표소.,https://ja.dict.naver.com/#/entry/jako/dca8acf046304b60a3fc9d981b88356d
N4,all,嬉しい,うれしい,기쁘다; 반갑다.,https://ja.dict.naver.com/#/entry/jako/573079964e3640ab98f0abad59fe7b42
N4,all,運,うん,운.,https://ja.dict.naver.com/#/entry/jako/ec37a5489c364940a6b2a9b9b7b1df9a
N4,all,運転,うんてん,운전.,https://ja.dict.naver.com/#/entry/jako/a2492810ad4b429f9e9f22210adfff02
N4,all,運転手,うんてんしゅ,운전 기사.,https://ja.dict.naver.com/#/entry/jako/3b1e0292c81048c29fa676a89135ddeb
N4,all,運動,うんどう,운동.,https://ja.dict.naver.com/#/entry/jako/623d4ecb7ff5447e88d0ff5b6f478633
N4,all,運動会,うんどうかい,운동회,https://ja.dict.naver.com/#/entry/jako/df01050c44464308ab48f263bbee86ed
N4,all,英会話,えいかいわ,영어 회화.,https://ja.dict.naver.com/#/entry/jako/e2575be663c84e95b4cfbf5f5643521a
N4,all,映画,えいが,영화.,https://ja.dict.naver.com/#/entry/jako/1927ca65e0af4fd3a66db99f0cd2dc14
N4,all,営業,えいぎょう,"영업; 영리를 목적으로 사업을 경영하는 것; 또, 그 행위.",https://ja.dict.naver.com/#/entry/jako/8eb5c89af5844d5abd7e4879b66e13c7
N4,all,ええ,ええ,긍정이나 승낙 등의 뜻을 나타내는 말: 네; 예.,https://ja.dict.naver.com/#/entry/jako/2fc7339bd6684a51bd65c6c23b9e7272
N4,all,駅員,えきいん,역원; 역무원.,https://ja.dict.naver.com/#/entry/jako/7f729c24c1b64162874a98c93080e9c3
N4,all,枝,えだ,가지.,https://ja.dict.naver.com/#/entry/jako/43d4f581d30c4a1698c3fbdb6279f10b
N4,all,選ぶ·択ぶ,えらぶ,고르다.,https://ja.dict.naver.com/#/entry/jako/ee331ebf0f464d85abc511d4c65e6191
N4,all,遠慮,えんりょ,원려; 멀리 앞(일)을 내다봄.,https://ja.dict.naver.com/#/entry/jako/69ccc5739120433daabcfa70ed425fd0
N4,all,お,お,놀랐을 때 내는 소리： 엇.,https://ja.dict.naver.com/#/entry/jako/4a73759c787e49f792e25050f63d6d1d
N4,all,御,お-,"(체언·형용사·형용 동사에, 또는 동사 연용형(連用形)에 ‘になる’ ‘なさる’ ‘遊ばす’ 등이 붙은 꼴 앞에 붙여) 존경·공손·친숙의 기분을 나타내는 말.",https://ja.dict.naver.com/#/entry/jako/231f087fdf36452e986bf6321083d5cf
N4,all,おいでに なる,おいでに なる,"오시다, 가시다, 계시다(来る, 行く, いる의 존경)",https://ja.dict.naver.com/#/entry/jako/2ce964a541c74b19a143038ca1cbcdef
N4,all,お祝い,おいわい,축하,https://ja.dict.naver.com/#/entry/jako/0b0cd6a6c16b41699290eb8749240e6d
N4,all,横断歩道,おうだんほどう,횡단보도.,https://ja.dict.naver.com/#/entry/jako/1496b2f509a54236824630fcbabda4a2
N4,all,大雨,おおあめ,큰비.,https://ja.dict.naver.com/#/entry/jako/e45e6982882047df87523b42bfd1a982
N4,all,大雪,おおゆき,대설; 큰눈.,https://ja.dict.naver.com/#/entry/jako/f68e0ee1c693417991f4a6accafdd813
N4,all,お帰りなさい,おかえりなさい,잘 다녀왔어요. 어서와요,https://ja.dict.naver.com/#/entry/jako/910452bdc2c3480399184eaf93ad57bb
N4,all,お陰·御蔭·御陰,おかげ,(신불의) 가호(加護); 은총.,https://ja.dict.naver.com/#/entry/jako/5b1e44e57fc446f182ffdcb1ef6e0ded
N4,all,お蔭様で·御蔭様で,おかげさまで,덕분에((남에게 받은 도움이나 친절에 대해 감사의 마음을 담아 하는 인사말)).,https://ja.dict.naver.com/#/entry/jako/24772f31613f4b21a22341bdb771ca9f
N4,all,可笑しい,おかしい,우습다; 우스꽝스럽다.,https://ja.dict.naver.com/#/entry/jako/9f94d019239144e8aaebf75a7d26a718
N4,all,,,,https://ja.dict.naver.com/#/entry/jako/da4ed373293d4665b3ac953128cdb454
N4,all,奥様,おくさま,남의 아내의 높임말; 부인; 사모님.,https://ja.dict.naver.com/#/entry/jako/bb5c52a48b0d4eb7b13c57c90f38d998
N4,all,屋上,おくじょう,옥상.,https://ja.dict.naver.com/#/entry/jako/6221aabfce9e4831a373ad049a4a33a3
N4,all,贈(り)物,おくりもの,선물.,https://ja.dict.naver.com/#/entry/jako/90040c294c14458db6ad776bb79060ae
N4,all,送る,おくる,보내다.,https://ja.dict.naver.com/#/entry/jako/93e4c40d39794c63bd3bdf68c98da3c6
N4,all,遅れる,おくれる,늦다.,https://ja.dict.naver.com/#/entry/jako/7d6f78e147b643b987a37db6b89f8e46
N4,all,お元気ですか,おげんきですか,안녕하세요; 건강하십니까; 잘 지내시죠.,https://ja.dict.naver.com/#/entry/jako/a93669221fa6456f9eb877d06e22c3db
N4,all,お子さん,おこさん,자녀분,https://ja.dict.naver.com/#/entry/jako/35915dc9b5614ec8ae9384aa29020bfd
N4,all,起(こ)す,おこす,일으키다.,https://ja.dict.naver.com/#/entry/jako/4325047de3e046a3b25e4f76ad677c0c
N4,all,怒る,おこる,성내다; 화내다; 노하다.,https://ja.dict.naver.com/#/entry/jako/0506f322b65049bb8bf21892dd70cdce
N4,all,押(し)入れ,おしいれ,반침; (일본식) 벽장.,https://ja.dict.naver.com/#/entry/jako/0cc2e7a1a2ba49debcfc644ef14595bc
N4,all,御仕舞(い),おしまい,끝; 마지막((‘しまい’의 공손한 말씨)).,https://ja.dict.naver.com/#/entry/jako/3ed963ba330e4c918f13759e418fa066
N4,all,伯父·叔父,おじ,삼촌; 백부; 숙부; 외숙부; 고모부; 이모부.,https://ja.dict.naver.com/#/entry/jako/524e71ddf6854343915551e2ad0359bc
N4,all,お嬢さん,おじょうさん,"아가씨, 따님",https://ja.dict.naver.com/#/entry/jako/b2c2330b54c3406f85d35b4e3a7c72c4
N4,all,お宅·御宅,おたく,상대방 집의 높임말: 댁.,https://ja.dict.naver.com/#/entry/jako/4ae5ea2a87b84e55a5a14c8f1793b360
N4,all,お大事に·御大事に,おだいじに,몸조심해; 몸조심하세요; 몸조리 잘하세요((상대의 건강을 기원하는 인사말)).,https://ja.dict.naver.com/#/entry/jako/6f67f13837df44059d721fc5f825d1b0
N4,all,落ちる·墜ちる,おちる,떨어지다.,https://ja.dict.naver.com/#/entry/jako/000feefef2a84de583a553e4b69987a4
N4,all,仰る·仰有る,おっしゃる,말씀하시다(‘言う(=말하다)’의 높임말).,https://ja.dict.naver.com/#/entry/jako/37c6ef76ec5146a493ccfe07d8be63b4
N4,all,夫·良人,おっと,(男人의 변한말) 남편.,https://ja.dict.naver.com/#/entry/jako/85920e84e23a4826bb02925f520ef09b
N4,all,お釣(り)∙御釣(り),おつり,거스름돈((‘釣銭’의 공손한 말씨)).,https://ja.dict.naver.com/#/entry/jako/62baf32881a04ff38df6986756d18c73
N4,all,お手洗い,おてあらい,화장실,https://ja.dict.naver.com/#/entry/jako/dbb35e50acc24fda83b3d79a5fdefb11
N4,all,お出かけ,おでかけ,외출,https://ja.dict.naver.com/#/entry/jako/99edd7424da24172927b5e9457fb46f3
N4,all,音,おと,소리.,https://ja.dict.naver.com/#/entry/jako/66115d6adeed446e9b40ee1fd99f4919
N4,all,落(と)し物,おとしもの,분실물; 빠뜨린 물건; 유실물.,https://ja.dict.naver.com/#/entry/jako/c703238222e7489785a1ab573f91a7f3
N4,all,お年寄り,おとしより,노인,https://ja.dict.naver.com/#/entry/jako/a16511c879cc4ac98ee54a8374936dec
N4,all,落(と)す,おとす,떨어뜨리다.,https://ja.dict.naver.com/#/entry/jako/7605bd216f8246c193ac87b357748840
N4,all,大人しい,おとなしい,온순하다; 얌전하다.,https://ja.dict.naver.com/#/entry/jako/97a6a7b5f39c402cab1522e0a88e6a46
N4,all,踊り·躍り,おどり,춤; 무용.,https://ja.dict.naver.com/#/entry/jako/d1c081c1aefc448ca3f393cf2a17d067
N4,all,踊る,おどる,춤추다.,https://ja.dict.naver.com/#/entry/jako/7b12f032a1b048e3ba70d2547d247a37
N4,all,驚く·愕く·駭く,おどろく,놀라다; 경악하다.,https://ja.dict.naver.com/#/entry/jako/a65f2a874352489abbf77248f5f2f34b
N4,all,小母,おば,아주머니; 남의 어른 여자.,https://ja.dict.naver.com/#/entry/jako/80f9b7c89e3c46d2a0964cc5ed49e33c
N4,all,お待たせしました,おまたせしました,오래 기다렸습니다,https://ja.dict.naver.com/#/entry/jako/689a90b9b3f249b0b246a68e87335a49
N4,all,お祭り·御祭り,おまつり,祭り의 공손한 말: 축제; 잔치; 제사.,https://ja.dict.naver.com/#/entry/jako/e79eb8750db149c78247fd4164cbbb05
N4,all,お見舞い,おみまい,문병,https://ja.dict.naver.com/#/entry/jako/0b57bd005e9541e5aa065f7fe721619a
N4,all,おめでとうございます,おめでとうございます,축하합니다,https://ja.dict.naver.com/#/entry/jako/a39b360f1ba143d0a6b406c1abeb7a47
N4,all,思い出す,おもいだす,생각해 내다; 상기[회상]하다; 떠올리다.,https://ja.dict.naver.com/#/entry/jako/29e1b0e7ff3d4ca381524d0a25c9c0b2
N4,all,思う,おもう,생각하다.,https://ja.dict.naver.com/#/entry/jako/cc248a48162e4d9a85b961ae0c45a12a
N4,all,玩具,おもちゃ,장난감; 완구.,https://ja.dict.naver.com/#/entry/jako/2b164aace34146ea917c30c846e5402a
N4,all,表,おもて,표면.,https://ja.dict.naver.com/#/entry/jako/7c72899abfc44698ac4d8fb420d65c92
N4,all,おや,おや,뜻밖의 일에 부딪치거나 또는 의문이 생겼을 때 내는 소리: 아니; 어; 어머나; 이런; 저런.,https://ja.dict.naver.com/#/entry/jako/0936c75fa6ca4e4dad1cb317719d694c
N4,all,お休みになる,おやすみに なる,"주무시다(寝る, 眠る의 존경)",https://ja.dict.naver.com/#/entry/jako/1e98bbb418874a4caad27146cefd2ea7
N4,all,下りる·降りる,おりる,내리다.,https://ja.dict.naver.com/#/entry/jako/ea6e5e4504a548b3959ca6a62c6d0b21
N4,all,居る,おる,(본디 ‘処る’로도) 있다(‘いる’의 약간 문어적인 말씨).,https://ja.dict.naver.com/#/entry/jako/22068edaa8304909a866675780a455b6
N4,all,折れる,おれる,접히다.,https://ja.dict.naver.com/#/entry/jako/0a6e4e1cf36b4987a83feecd2b59e668
N4,all,終(わ)り,おわり,끝; 마지막; 종말.,https://ja.dict.naver.com/#/entry/jako/90776e6974e947f0b6bac52e5153dabd
N4,all,回,かい,회;  횟수.,https://ja.dict.naver.com/#/entry/jako/0a1384b08a164bf6aa119a2f247e4f19
N4,all,,,,https://ja.dict.naver.com/#/entry/jako/fb49c048c5454b60a396243a8a4281f5
N4,all,階,かい,계단; 층계.,https://ja.dict.naver.com/#/entry/jako/7701da27abe348c59251ca73c8701864
N4,all,海岸,かいがん,해안; 바닷가.,https://ja.dict.naver.com/#/entry/jako/0784ab82a3174a59adefd17a95f0ed79
N4,all,会議,かいぎ,회의.,https://ja.dict.naver.com/#/entry/jako/380a229dbb94427d995a7e3cf124db4d
N4,all,会議室,かいぎしつ,회의실,https://ja.dict.naver.com/#/entry/jako/1f8885402437402889a0b026e8f70db6
N4,all,会場,かいじょう,회장; 회합·행사·집회 등을 여는 곳..,https://ja.dict.naver.com/#/entry/jako/09681c03f7cf4f46a7a20932cc7d16ce
N4,all,会話,かいわ,"회화; (둘 이상의 사람이) 만나서 이야기를 나누는 것; 또, 그 이야기.",https://ja.dict.naver.com/#/entry/jako/9bae9a8e5ddd415e95e5ed313b96a7e1
N4,all,飼う,かう,기르다; 치다; 사육(飼育)하다.,https://ja.dict.naver.com/#/entry/jako/71570d4d0a7a436397c97439134322cd
N4,all,帰り·還り,かえり,돌아옴; 돌아감.,https://ja.dict.naver.com/#/entry/jako/e15afad14d3640e785e865a3e8eb2fe7
N4,all,変える,かえる,바꾸다.,https://ja.dict.naver.com/#/entry/jako/f7f7ece4121a4ed08d06b66056354afc
N4,all,係る,かかる,(본디 繫る로도) 관계되다; 관련되다.,https://ja.dict.naver.com/#/entry/jako/3b45c75a67e746c28772ec95b1781e82
N4,all,科学,かがく,과학.,https://ja.dict.naver.com/#/entry/jako/da5cab8916d84ef3bb1e17a798512542
N4,all,鏡·鑑·鑒,かがみ,거울.,https://ja.dict.naver.com/#/entry/jako/dc0f1222e3cf46c19402efb59294fa6e
N4,all,書き方,かきかた,쓰기.,https://ja.dict.naver.com/#/entry/jako/c54fd91fa051482db452f7dcee54eb9c
N4,all,鉤,かぎ,갈고랑이.,https://ja.dict.naver.com/#/entry/jako/de13b8b0da474213bd63b8e59fccb1d9
N4,all,懸ける,かける,걸다.,https://ja.dict.naver.com/#/entry/jako/7dc112fd35f2417b88ea5f5db4d71fcb
N4,all,掛ける,かける,걸다.,https://ja.dict.naver.com/#/entry/jako/78a7de22ccf848278dabcdfec1ca39d7
N4,all,係ける,かける,그 말을 문법적으로 딴말과 연관시키다.,https://ja.dict.naver.com/#/entry/jako/7f63ed0914c843a0ba9a5054491133cf
N4,all,飾り,かざり,꾸밈.,https://ja.dict.naver.com/#/entry/jako/e9a8d677c4c74b08b809c972a9ff8fca
N4,all,飾る,かざる,장식하다.,https://ja.dict.naver.com/#/entry/jako/80b4ba8cac1841f48dfde6473b0ee0a0
N4,all,かしこまりました,かしこまりました,"잘 알겠습니다, 분부대로 하겠습니다",https://ja.dict.naver.com/#/entry/jako/c50817bef8fb4aaa894b664b953a9649
N4,all,歌手,かしゅ,가수.,https://ja.dict.naver.com/#/entry/jako/c82da322d31b47718d5f09edbed8aa44
N4,all,火事,かじ,화재; 불.,https://ja.dict.naver.com/#/entry/jako/51e080a53cb04a8791f27e4f7907a5d7
N4,all,方,かた,쪽; 편.,https://ja.dict.naver.com/#/entry/jako/0e28dd312d47464281a7dfd443b90952
N4,all,肩,かた,어깨.,https://ja.dict.naver.com/#/entry/jako/8214519caa07491e8e46a04dd30e439d
N4,all,堅い·硬い·固い,かたい,단단하다; 딱딱하다; 굳다.,https://ja.dict.naver.com/#/entry/jako/eb9e51f5a25a4a8fa5edaf07679f534e
N4,all,片仮名,かたかな,‘かな’의 하나(대부분 한자의 일부분을 따서 만든 음절 문자로 외래어의 표기나 의성어·의태어 따위에 쓰임).,https://ja.dict.naver.com/#/entry/jako/62c902570235402682b8296d7a5e3bd7
N4,all,形,かたち,((象)) 모양; 형태.,https://ja.dict.naver.com/#/entry/jako/c50c578c18204ab48e4d261df2483ff6
N4,all,片付ける,かたづける,치우다.,https://ja.dict.naver.com/#/entry/jako/56c31813d3244a7dad141fd1399edee4
